label,question,syn_question
國道號酒客疑似神智不清拉起手煞車造成計程車失控偏移被後方休旅車追撞圖國道警察第七隊提供詹姓男子昨晚時許駕駛計程車載喝醉乘客回南投市行經國道號17公里處乘客疑似喝酒神智不清誤拉計程車手煞車造成該車打滑衝向外車道遭後方休旅車追撞臉書社群職業聯結車大貨車客車隊運輸業網友po文標題酒醉客人拉手剎車造成事故引起網友熱論網友痛斥酒客白癡太神找代駕還肇事酒乾脆戒有人稱讚計程車司機發揮駕駛本能分段踩剎車傷害降到最低司機感到慶幸還好沒摔下去算幸運有人建議司機座椅應加裝防護網受理事故國道警察第七隊指出計程車駕駛詹姓男子埔里鎮載乘客南投市乘客疑似因飲酒神智不清途中誤拉手剎車造成車輪鎖死失控車身偏移遭到方休旅車撞擊事故必無任何人受傷詹男依法乘客求償呼籲駕駛載運乘客時特別注意防範可能造成危害駕駛行為確保行車安全中時 ,IC設計廠威盛2388旗下Mobile360 M820產品獲頒台北國際電腦展創新設計獎該獎項並14日舉行頒獎典禮威盛電子全球行銷副總Richard Brown表示將先進Edge AI電腦視覺技術導入瞬息萬變運輸市場當前正在開發下一代車載解決方案可針廣泛駕駛人輔助安全性態勢感知應用威盛Mobile360解決方案可強化公共交通商業車隊工業採礦車輛安全性降低駕駛人壓力威盛Mobile360 M820支援多達FAKRA攝影機單一整合解決方案中實現3600環景圖ADAS先進駕駛輔助系統DMS駕駛人監控系統功能融合預先測試相機纜線週邊設備威盛表示藉其廣泛硬軟體配件訂製選項威盛Mobile360解決方案有助推動未來智慧城市中智慧交通網路發展預防傷亡工商 ,0
一次玩遍屏東27博物館 518國際博物館日2019-05-18 15:24 聯合報 記者 聯合報 記者 潘欣中 即時報導配合518國際博物館日屏東縣政府文化處今天六堆客家文化園區｢博物館來路跑為主題集結全縣27博物館地方文化館各館展列館藏特色結合野餐日市集活動讓民眾藉由趣味關闖認識博物館文化遊客笑說一次玩遍27博物館 518國際博物館日會 參與館舍包括國立海洋生物博物館台灣原住民文化園區三地門霧台來義獅子泰武原住民文物館客家文物館宗聖公祠屏科大農機具陳列館恆春民謠館緱地方文化館勝利星村青島玖柒三館屏東戲曲故事館還邀請桃園市大溪木藝生態博物館宜蘭蘭陽博物館共襄盛舉設攤呈現館舍特色桌遊手作DIY戲服試穿體驗增進民眾互動國際博物館協會ICOM訂定年度博物館日主題博物館作文化樞紐傳統未來期望博物館成文化集合站透過創新服務拉近觀者距離,柯文哲逛瑞豐夜市引人潮 攤商互說柯P要選總統2019-05-18 21:53 聯合報 記者 聯合報 記者 楊濡嘉 即時報導台北市長柯文哲今天晚間結束高雄柯粉俱樂部餐敍鹽埕區搭捷運到瑞豐夜市沿路有民眾上前合影捷運巨蛋站立即人群包圍瑞豐夜市更逛街年輕人擠寸步難行好不容易停下拍照人行道排到馬路柯文哲和乘客從捷運鹽埕埔站上捷運美麗島站換紅線巨蛋站很多漢神巨蛋購物廣場瑞豐夜市民眾停下腳步站人行道合影沒辦法靠近柯文哲不少直呼好多拍不到,0
雲林縣北港鎮公民路棟民宅13日凌晨傳出火警起火點在樓屋內受困高層樓警消獲報立即出動雲梯車救援順利救出所有人屋主事表示擔任過義消家人高層樓待援幸運毫髮未傷獲救北港鎮公民路棟層樓民宅樓13日凌晨點許突然冒出濃煙住樓屋主睡夢中驚醒無法判斷樓火勢大小報警通知家人高層樓等待救援走樓頂樓見樓濃煙密布走出房間可能危險決定樓陽台待援雲林消防局獲報立即派遣北港水林元長消防分隊出動消防車雲梯車救護車共10輛人員20名由小隊長鄭文展帶隊救援抵達火場時樓不斷濃煙受困屋內消防人員用水柱控制火勢出動雲梯車將受困樓陽台救出頂樓人則消防人員引導隔壁樓逃出驚嚇驚魂未定均沒受傷消防人員事進入現場勘災初步研判起火點位樓廚房雲林縣消防局大隊長陳岳謄表示屋主得知起火帶家人高層樓待援避免強行闖出火場造成受傷可能性呼籲民眾面火災不要驚慌火勢尚小可考慮衝出火場若無法判斷火勢最好高層樓待援,工廠火警現場濃煙密佈三名移工受困工廠二樓陽台消防人員架梯上去救人謝瓊雲翻攝火勢迅速半小時控制並撲滅詳細起火原因財務損失調查謝瓊雲翻攝彰化市彰水路一家五金加工廠13日一早近時突然發生火警消防人員獲報到場濃煙密佈發現三名移工上身赤裸受困陽台隊員架梯將救出送醫後僅輕微吸入性嗆傷詳細起火原因財務損失調查一夜火警 雲林六人脫困 彰化三人獲救彰化縣消防局指出清晨時52分獲報受理彰化市彰水路194巷27弄工廠發生火災共出動15輛消防車輛救護車消防人員45時11分救出受困並旋時30分控制火勢並進入廠房逐層搜索火勢撲滅正在進行起火原因調查中中時 ,0
豪雨致災 台14線台18線台20線暫時不通2019-05-18 20:52 聯合報 記者 聯合報 記者 吳姿賢 即時報導阿里山公路台18線78.3K因山區持續降雨邊坡落石不斷造成雙向交通阻斷記者謝恩得翻攝 分享 facebook今天中南部山區豪雨公路總局成立應變小組巡查各路線零星落石災情事件皆排除除台14線台18線及台20線外恢復正常通行預警性封閉路段處包括台14線9499k廬山路段今日下午時預警性封閉並視道路降雨狀況開放通行台20線勤復興93K98.7 K中期道路今日下午時預警性封閉並視道路降雨狀況開放通行災阻路段處台18線78.3K因山區持續降雨邊坡落石不斷造成雙向交通阻斷預計明日中午12時搶通公路總局呼籲用路豪雨期間山區道路易發生坍方落石路況難以掌握非必要請勿進入山區道路並請用路注意氣象資訊及道路通阻訊息事先規畫行程預作應變準備利用公路總局幸福公路App智慧化省道時路況系統收聽警廣路況廣播,阿里山豪雨400毫米下午封園 阿里山公路交通中斷2019-05-18 18:12 聯合報 記者 聯合報 記者 謝恩得 即時報導阿里山大雨不停今日下午點休園記者謝恩得翻攝 分享 facebook 阿里山氣象觀測站過去24小時累積雨量已達400mm豪雨等級超過380mm封園標準防範豪雨影響山區旅遊安全林務局嘉義林區管理處轄屬阿里山國家森林遊樂區今天日下午點起休園復園時間將視遊樂區聯外道路狀況另行公布林務局嘉義林管處特別呼籲大眾發布豪雨期間切勿前往山區旅遊應避免進入山區步道因強風豪雨造成落石坍方積水及樹倒危害安全公路總局阿里山工務段表示嘉義縣阿里山鄉台18線78.3公里路段今天上午10點半因山區持續降雨邊坡坍方造成交通阻斷原預計今天下午點搶通降雨持續達豪雨邊坡土石持續滑落預計延至明天中午12點搶通,2
台灣師傅翁俊生圖翻攝自爆廢公社即時新聞綜合報導台灣汽車美容業相當發達高手輩出如今台灣方面技術世界肯定兩名台灣汽美師傅前往中國參加國際大賽擊敗自歐美日國近200名好手包辦冠亞軍蘋果日報報導台灣汽車美容師翁俊生陳俊霖二月底前往中國深圳參加2019年加耐得盃AEA中國國際汽車漆面美容大師賽兩人扛30公斤裝備賽前發現電壓不符幾乎無法練習幸虧台商幫忙解決問題翁俊生說中國裁判台灣選手特別嚴格過程中差點刷掉奪下金牌陳俊霖則擊敗2018年全美冠軍克服發高燒不適勇奪亞軍報導指出翁俊生說家境不好半工半讀走上汽車美容路陳俊霖則想念書跑洗車打工如今家人看到成就陳俊霖感嘆台灣技術真的世界第一沒有人證明希望世界看到台灣台灣師傅陳俊霖圖翻攝自爆廢公社翁俊生左陳俊霖右包辦冠亞軍圖翻攝自爆廢公社,記者楊政郡台中報導知名街舞團Zero Four成員陳翔崧林奇勳2012年月2018年月止湯姓屋主承租台中市西屯路房舍做舞蹈教室刺青工作室長期積欠租金還佔用年搬走台中地院法官判決人要連帶賠償145萬餘元佔年租金34萬元陳男個負擔判決指出陳男2012年間向湯租屋林是連帶保證2013年11月未按時繳租僅在2014年月間分次給付10萬元共欠租112萬元加上代繳水費管理費期滿佔用違約金屋主總計請求給付145萬多元陳翔崧辯稱如期繳租請劉姓團員以現金繳租法官傳喚劉姓團員劉否認替陳轉交租金屋主法官認定陳男積欠租金林負連帶責任Zero Four舞團成立2009年中部跳霹靂舞Breaking舞蹈老師組成 2013年拿下民視愛妮雅舞力全開年度總冠軍2017年奪得亞洲舞極限Asian Battle Ground總冠軍2017年Zero Four勇奪亞洲舞極限Asian Battle Ground總冠軍舉辦城市為馬來西亞吉隆坡記者楊政郡攝,0
澳洲前總理滕博爾24日下台歐新社即時新聞綜合報導澳洲總理滕伯爾Malcolm Turnbull面臨家政黨自由黨二度逼宮24日召開黨團會議依約參加黨魁改選辭去國會主席新總理則財政部長莫里森Scott Morrison接任雪梨先驅晨報報導雪梨杜莎夫人蠟像館Madame Tussauds經理康納立Mark Connolly透露館內先前原決定10月24日滕博爾64歲生日時換上一尊蠟像如今總理更替康納立坦言確定是否每任總理任期間做出蠟像康納立進一步表示同仁多次討論決定停止製作澳洲總理蠟像認為『世界領袖會議室』保持現狀最好選擇非提供參觀民眾一個充滿『澳洲卸任總理蠟像』會議室滕博爾下台淪為澳洲10年位下台總理六人均未能做滿三年一任總理任期報導指出過去10年唯一雪梨杜莎夫人蠟像館公開展出總理蠟像前總理朱莉亞·吉拉德Julia  Gillard蠟像新任澳洲總理莫里森左一全家福法新社,澳洲總理滕博爾今下台歐新社即時新聞綜合報導澳洲總理滕伯爾Malcolm Turnbull面臨家政黨自由黨二度逼宮今放棄爭取留任請辭離開國會新任總理由財政部長莫里森Scott Morrison出任綜合外媒報導滕博爾今24日收到前內政部長杜登提交連署信件並依規定舉行黨魁選舉動議自由黨國會議員投票決定4540動議滕博爾正式放棄角逐大位辭去國會議席滕博爾放棄留任自由黨便黨位候選人中選出新黨魁包含前內政部長杜登Peter Dutton財政部長莫里森Scott Morrison外交部長畢紹普Julie Bishop皆爭取新任澳洲總理之位畢紹普在第一輪出局第二輪表決出爐確定莫里森出線成為30澳洲總理新任澳洲總理改由財政部長莫里森圖右出任歐新社,1
外界關注台北市長柯文哲是否參選2020民進黨議員梁文傑表示柯要選總統沒什麼權益要選下會期北市府送進議會預算應該月14日大選後再審梁文傑今質詢柯文哲時先是讚許柯市政表現稱願意90分柯在兩岸議題論述則不能接受直批柯寬以待共嚴以律台話鋒一轉表示柯文哲要選總統那下個會期北市府送進議會預算不該審往年預算會12月31日審完要選月14日之後再審柯不想當市長審他預算沒意義另名議員秦慧珠則問柯文哲高雄市長韓國瑜一起選總統比較可能選輸選贏柯文哲說很難預測差不多秦追問選看看柯又大打太極說一定中時 ,柯文哲12日即將結束台中日行程傍晚時許參訪台中港三井outlet將在晚餐畢後約點啟程返回台北無黨籍市議員陳廷秀及民進黨籍市議員楊典忠參加閉門餐敘柯文哲傍晚時前往台中港三井outlet聽取簡報熱情柯粉進行合影搭乘摩天輪欣賞高空海景之美市議員陳廷秀楊典忠則受邀參加晚間餐敘楊典忠為民進黨籍現身柯文哲會場格外引注目楊典忠說柯幕僚周榆修熟識受邀陪同以盡地主之誼媒體問到若柯宣布參選總統話楊強調仍會支持民進黨候選人關於閉門餐敘是否會談及總統大選事宜同屬無黨籍陳廷秀說知道會談些表示柯是無黨籍不急宣布參不參選月還來台北市府市長室顧問蔡壁表示三井去年底開幕柯文哲及幕僚還沒逛過返回台北之前特地走走逛逛中時 ,0
現代人常當低頭族走路滑手機坐車睡覺前說無時無刻拿手機出滑一下眼睛視力問題衍生很多年輕人罹患青光眼黃斑部病變保養眼睛變成很多人關注議題最近網路上瘋傳一種影片表示完短片眼睛疲勞得到舒緩還說減緩近視滋潤眼球影片內容通常有點迷幻造成視覺錯亂黑色綠色圖案指示做眼睛運動觀看中心點20秒合上眼分鐘20次眼睛回復精神一部還高達上百萬讚34萬多人分享影片真的保養眼睛外媒報導北京同仁醫院眼科副主任醫師熊瑛表示影片假近視可逆眼睛近視只能選擇戴眼鏡或動手術造成近視原因主要長時間近距事物拿手機看黑綠色影片走到窗邊眺望遠方看看綠色植物會舒緩眼睛效果眼睛疲勞會影響健康引發相關疾病尤其神經系統會痠痛乾澀眼花視力下降外嚴重者還會頭痛噁心全身疲憊醫師提醒平常不要用眼過度適症狀一定盡快醫檢查,地球開發地方越來越很多動物生存空間逐漸減少動物生存只能想辦法找地方繁衍下一代這位網友一個禮拜沒騎機車發現令人驚喜畫面這位網友臉書爆廢公社分享有事將機車停放路邊想不到約莫一週時間沒有騎車機車置物箱出現不速之客原來裡面塞滿細細小樹枝樹葉碎屑樹枝密密麻麻纏繞成碗狀最中間則放著顆圓圓鳥蛋只不過短短一週原PO車廂鳥媽媽做成一個專屬鳥巢機車置物箱變鳥巢圖片取自爆廢公社原PO無奈表示一個多禮拜沒騎車鳥媽媽霸佔超級傻眼目睹鳥媽媽回巢孵蛋畫面原PO說鳥媽媽還很淡定一眼似乎說車子一下可能停陰影處置物箱大小適合築巢會吸引鳥媽媽前來孵蛋照片曝光吸引網友注意紛紛鳥媽媽求情牠多禮拜恭喜爸爸好好幫牠做月子辛苦一點搭公車走路半個月不要動車翅膀長會飛走順便顧車感謝牠好人做到底幫忙蓋遮雨棚希望鳥媽媽孵完蛋離開,0
大溪瑞興段國有私有土地日前遭不明人士傾倒廢土民眾憂心緊鄰中庄調整池水質遭汙染立法委員陳學聖15日邀請北區水資源局國有財產署北區分署共同前來會勘北水局預計月上旬進行中庄調整池水質檢測本月水質數值將會適當減少備用池供水量確認水質無虞才會恢復正常供水國有財產署所屬2450平方公尺土地早已遭不明鐵皮建物占據並遭傾倒大量飄散臭味泥土國有財產署北區分署主任蔡輝明表示土地水資源局1999年移交回國財產署屬農牧用地未出租近日遭占用傾倒廢土已將案件移送給桃園地檢署不少民眾憂心緊鄰中庄調整池恐收到汙染北水局副局長郭耀程表要民眾不必擔心中庄調整池建造時做好防護設施第一道地下設有截水牆防止地下水滲入第二道則是持續進行地下水監測第三道周圍設置排水溝表面逕流水排下游郭耀程指出最近一次水質檢測日預計月上旬進行檢測並比兩次檢測中庄調整池平日定期供給少部分民生用水鄰近土地遭倒廢土將會調整供水量檢測虞會重新恢復正常供水,大溪瑞興段國有私有土地日前遭不明人士傾倒廢土民眾憂心緊鄰中庄調整池水質遭汙染立法委員陳學聖15日邀請北區水資源局國有財產署北區分署共同前來會勘北水局預計月上旬進行中庄調整池水質檢測本月水質數值將會適當減少備用池供水量確認水質無虞才會恢復正常供水國有財產署所屬2450平方公尺土地早已遭不明鐵皮建物占據並遭傾倒大量飄散臭味泥土國有財產署北區分署桃園辦事處主任蔡輝明表示土地水資源局1999年移交回國財產署屬農牧用地未出租近日遭占用傾倒廢土已將案件移送給桃園地檢署不少民眾憂心緊鄰中庄調整池恐收到汙染北水局副局長郭耀程表要民眾不必擔心中庄調整池建造時做好防護設施第一道地下設有截水牆防止地下水滲入第二道則是持續進行地下水監測第三道周圍設置排水溝表面逕流水排下游郭耀程指出最近一次水質檢測日預計月上旬進行檢測並比兩次檢測中庄調整池平日定期供給少部分民生用水鄰近土地遭倒廢土將會調整供水量檢測虞會重新恢復正常供水中時 ,2
統一獅18日天母主場迎戰Lamigo桃猿統一獅投手瑞安局時接連敲支安打接下郭嚴文一支內野平飛球造成三殺守備成功化解危機僅失分中華職棒史19次三殺守備統一獅投手瑞安局出現亂流先林泓育陳俊秀朱育賢接連敲安失分無人出局一二壘有人情況郭嚴文敲出一二壘間平飛球先遭楊家維接殺形成出局數接著快傳給一壘手陳鏞基轉傳給補位游擊手林祖傑成功抓到位回壘不及跑形成罕見三殺守備中職傑一次出現三殺守備2018年月25日當時同樣由統一獅策動苦主Lamigo桃猿時隔將近一年同樣戲碼兩隊上演當時由洋投羅里奇策動而桃猿打者王柏融中時電子報,民眾檢舉交通違規實名制月上路外界原以檢舉件數將會減少迄月止新北市警局收到26萬2434件民眾檢舉案件往年同期相較並無減少6783件使用假資料檢舉最後僅17萬件成功開單跌破眾人眼鏡新北市警交通大隊統計2014年受理民眾檢舉交通違規案件約萬件隔年推出手機AppiPolice線上檢舉系統2016年竟翻倍暴增至47萬件2017升至73萬件2018年更創下78萬件紀錄短短年檢舉案暴增15倍員警大喊吃不消交通裁決行政訴訟暴增今年元月檢舉交通違規實名制上路外界一度認為檢舉案件可望減少新北市迄月底止26萬件檢舉交通違規案雖有6783件使用假名姓名無法身分證字號核遭取消檢舉數並未減少最後有17萬3618件成功開罰檢舉違規前名分為紅線臨停紅線違停人行道臨停變換車道未方向燈人行道違停交大執法組分析智慧型手機行車記錄器攝錄器材普遍未方向燈闖紅燈以往不易取締項目近年逐漸浮上檯面改為實名制不會影響舉發意願,0
雲林縣北港鎮公民路棟民宅13日凌晨傳出火警起火點在樓屋內受困高層樓警消獲報立即出動雲梯車救援順利救出所有人屋主事表示擔任過義消家人高層樓待援幸運毫髮未傷獲救北港鎮公民路棟層樓民宅樓13日凌晨點許突然冒出濃煙住樓屋主睡夢中驚醒無法判斷樓火勢大小報警通知家人高層樓等待救援走樓頂樓見樓濃煙密布走出房間可能危險決定樓陽台待援雲林消防局獲報立即派遣北港水林元長消防分隊出動消防車雲梯車救護車共10輛人員20名由小隊長鄭文展帶隊救援抵達火場時樓不斷濃煙受困屋內消防人員用水柱控制火勢出動雲梯車將受困樓陽台救出頂樓人則消防人員引導隔壁樓逃出驚嚇驚魂未定均沒受傷消防人員事進入現場勘災初步研判起火點位樓廚房雲林縣消防局大隊長陳岳謄表示屋主得知起火帶家人高層樓待援避免強行闖出火場造成受傷可能性呼籲民眾面火災不要驚慌火勢尚小可考慮衝出火場若無法判斷火勢最好高層樓待援,台南新營工業區半夜遇祝融消防局11日凌晨點58獲報新營區新業街號發生火警火勢延燒工廠堆放塑膠木材大批警消人員救援近點時火勢撲滅經查工廠約燒毀過半損失約300萬無人傷亡詳細起火因待調查消防局表示起火地點工業區鋼骨鐵皮建築廠房面積約1500坪接獲報案先派遣17車42前往救援未回報有人受傷受困半夜大火熊熊廠房冒出大量黑煙火光附近民眾紛紛關心狀況警消後續請求支援共出動25車58部200型挖土機近點時火勢控制初查燃燒面積約2800平方公尺廠房約燒毀分目前無傳出人員傷亡中時 ,0
財經頻道綜合報導三星Samsung月發表 Galaxy Fold 折疊手機傳出外兜售折疊螢幕有外媒報導三星日前已將摺疊螢幕樣寄送給蘋果Apple希望能成蘋果面板供應商綜合外媒報導消息人士透露三星日前寄出摺疊螢幕樣本給競爭對手蘋果谷歌Google尋求成為摺疊技術供應商機會了解三星提供摺疊螢幕樣規格7.2吋略日前公司發表Galaxy Fold摺疊手機0.1吋儘三星蘋果在手機市場競爭手供應鏈方面三星蘋果供應商目前三星蘋果iPhone XSiPhone XS Max機型提供OLED面板外界猜測三星未來可能蘋果摺疊面板候選供應商外媒報導目前三星每年可折疊螢幕產量達240萬片公司擬擴大產能每年1000萬片以滿足未來需求確切產量需視市場表現而訂,財經頻道綜合報導預測折疊型智慧型手機將手機市場亮點三星華為小米皆預計推出折疊智慧機小米折疊智慧機則月曝光而據三星官方推特公司可能本月20日發佈智慧型折疊機Galaxy Fold三星官方11日推特公司可能將在本月20日發佈智慧型折疊手機Galaxy Fold比其預計21日美國舊金山舉行Galaxy S10新品發佈會早天推文影片並未透露Galaxy Fold外觀全天候科技指出中國手機品牌小米月初展示智慧型折疊機華為預季本月24日發佈首款折疊機三星月20日發佈Galaxy Fold時間上將搶先華為各家折疊機競爭也將真正,2
記者陳昀台北報導立法院院會今天三讀同婚專法三讀之前表態參選總統前立法院長王金平接受網路媒體專訪時沒言明支持說台灣立法亞洲第一步珍惜必須人權價值相當尊重條文希望未來互相尊重王金平指出反同挺同兩種意見強烈對立無法避免基本上認為人權價值必須相當尊重人權落實並獲得保障過程中一定很多很長程溝通協商妥協然落實王金平表示台灣立法亞洲第一步珍惜對立沒關係總會有個案子出爐條文希望立法完成包容心有愛心互相尊重共同遵守立法結論社會會繼續往前走國家會進步前立法院長王金平說台灣同婚專法立法亞洲第一步珍惜必須人權價值相當尊重條文希望未來互相尊重資料,［記者王峻祺花蓮報導］國民黨拍板將總統初選規則改成全民調遭前立法院長王金平批初選機制一變變恐讓台灣最大黨變成不信國民黨鴻海董事長郭台銘受邀東華大學演講會前接受媒體訪問時指出同意王處境看法強調選大位一定攤陽光下王陣營批國民黨初選一變變做出很多信任政策憂心台灣最大黨將變成信任國民黨希望黨內三思期待參選人說句公道話郭台銘今到花蓮受訪時強調初選辦法一定公正公開郭台銘說非常同意王金平看法初選辦法堅持希望公正公開公正競選機制並要舉辦辯論會參選人發表政見民眾參選人更深入了解選大位一定攤陽光底下討論給選民看清楚媒體詢問郭台銘王金平昨語帶保留表示脫黨參選要說郭台銘聽相當訝異強調這已超出現在想像範圍郭台銘受邀東華大學演講會前接受媒體採訪記者王峻祺攝,0
氣象局再發豪雨特報 縣市注意2019-05-18 19:49 中央社 台北18日電中央氣象局傍晚時05分發出豪雨特報報系資料 分享 facebook中央氣象局今天傍晚時05分發出豪雨特報超大豪雨地區南投縣豪雨地區包含台中市嘉義縣高雄市中央氣象局再度發出豪雨特報受西南風影響今天南投縣山區局部超大豪雨台中市山區嘉義縣山區高雄市山區局部豪雨南投縣平地苗栗縣山區雲林縣山區局部豪雨苗栗以南地區花蓮台東山區局部大雨發生機率氣象局提醒連日降雨山區慎防坍方落石土石流及溪水暴漲低窪處請慎防淹水,高雄桃源累積雨量破300毫米 區公所撤離里13002019-05-18 20:19 聯合報 記者 聯合報 記者 王昭月 即時報導高雄桃源那瑪夏兩處山區雨勢不斷桃源里24小時累積雨量超過300毫米桃源及勤兩個里達土石流紅色警戒桃源區公所今天傍晚點起強制撤離1300以策安全高雄市桃源山區昨晚起即滂沱大雨桃源里及勤里達土石流紅色警戒今天傍晚進行保全戶強制撤離桃源區公所應變中心表示雨勢昨天起下創天傍晚點左右稍趨緩造成勤和里避難屋聯外道路零星坍方桃源里及勤里土石流黃色警戒升級紅色警戒區公所強制將兩里民眾撤至桃源收容中心及勤避難屋,1
中職郭台銘將替獅隊開球 盼國人揮出健康全壘2019-05-16 21:16 聯合報 記者 聯合報 記者 葉姵妤 即時報導鴻海董事長郭台銘將替統一獅開球 報系資料 分享 facebook 統一獅隊明天將與天母棒球場為主場Lamigo桃猿隊進行連戰與統一集團千禧愛健康基金會合作永齡健康基金會創辦郭台銘明天將現身球場擔任賽前開球嘉賓永齡健康基金會與統一集團千禧愛健康基金會攜手合作H2U健康ATM千禧智慧健康小站公益服務邁入年H2U健康ATM今年新增體脂&壓力檢測兩項新功能並與高雄小港醫院成為公益合作伙伴鼓勵小朋友關注健康社區健康走向校區健康推廣新功能上線永齡基金會創辦郭台銘明天將現身天母棒球場替獅隊開球推廣新功能期盼透過雙方基金會公益合作提升國人健康議題重視人人能揮出漂亮健康全壘疾病盜壘成功,棒球U18世青賽分組揭曉 中華隊強碰日美打硬仗2019-05-16 19:40 聯合報 記者 聯合報 記者 葉姵妤 即時報導U18世界青棒錦標賽分組揭曉圖取自WBSC官網 分享 facebook U18世界盃青棒錦標賽將今年月30日至月日南韓機張開共12隊參賽主辦單位世界棒壘球總會WBSC今天公布分組中華隊分B組預賽將迎戰強敵日本美國隊兩年一度U18世青賽今年將在南韓機張－現代夢公園球場Gijang-Hyundai Dream Ballpark登場預賽12支球隊分AB兩組進行單循環賽事分組隊伍今天揭曉A組包括地主隊南韓荷蘭加拿大尼加拉瓜獲外卡參賽澳洲大陸B組則中華隊挑戰連霸美國屆排名前日本巴拿馬南非西班牙預賽取分組前名晉級進行強超級循環賽帶進預賽戰績戰績排名前球隊晉級冠軍戰將在月日爭霸,0
氣象局再發豪雨特報 縣市注意2019-05-18 19:49 中央社 台北18日電中央氣象局傍晚時05分發出豪雨特報報系資料 分享 facebook中央氣象局今天傍晚時05分發出豪雨特報超大豪雨地區南投縣豪雨地區包含台中市嘉義縣高雄市中央氣象局再度發出豪雨特報受西南風影響今天南投縣山區局部超大豪雨台中市山區嘉義縣山區高雄市山區局部豪雨南投縣平地苗栗縣山區雲林縣山區局部豪雨苗栗以南地區花蓮台東山區局部大雨發生機率氣象局提醒連日降雨山區慎防坍方落石土石流及溪水暴漲低窪處請慎防淹水,阿里山豪雨400毫米下午封園 阿里山公路交通中斷2019-05-18 18:12 聯合報 記者 聯合報 記者 謝恩得 即時報導阿里山大雨不停今日下午點休園記者謝恩得翻攝 分享 facebook 阿里山氣象觀測站過去24小時累積雨量已達400mm豪雨等級超過380mm封園標準防範豪雨影響山區旅遊安全林務局嘉義林區管理處轄屬阿里山國家森林遊樂區今天日下午點起休園復園時間將視遊樂區聯外道路狀況另行公布林務局嘉義林管處特別呼籲大眾發布豪雨期間切勿前往山區旅遊應避免進入山區步道因強風豪雨造成落石坍方積水及樹倒危害安全公路總局阿里山工務段表示嘉義縣阿里山鄉台18線78.3公里路段今天上午10點半因山區持續降雨邊坡坍方造成交通阻斷原預計今天下午點搶通降雨持續達豪雨邊坡土石持續滑落預計延至明天中午12點搶通,1
中職獅隊演出三殺守備 史上19次2019-05-18 18:32 聯合報 記者 聯合報 記者 婁靖平 即時報導擷圖楊家維粉絲團 分享 facebook統一獅隊今晚天母棒球場迎戰Lamigo桃猿隊局上楊家維成功策動一次難見三殺守備中職史19次三殺守備紀錄猿隊局上林泓育陳俊秀朱育賢接連敲安先分之後換郭嚴文打擊時二壘跑將球打往二壘方向剛好二壘手楊家維撈進手套這球擊出二壘跑往前推進楊家維反應迅速立即將球傳給一壘手陳鏞基再轉傳游擊手林祖傑兩位跑回壘不及形成難見三殺守備中職前一次出現三殺守備去年月25日出現對戰組合獅猿隊投手羅里奇游擊手陳傑憲一壘手陳鏞基合力完成,中職 全場11次保送 洪總會輸2019-05-18 22:00 聯合報 記者聯合新聞網即時報導聯合報實習記者方敬 即時報導Lamigo桃猿隊今晚輸給統一獅隊全場投出11次保送總教練洪一中說保送當然會輸球此戰之前李茲場出賽兩場後援僅投出16次保送今晚投4.2局出現次保送搭檔捕手廖健富透露今天出手前重心有點偏掉每局結束溝通知道沒有收到太成效洪一中坦言今天投手走樣最大敗因剛好手有把握機會進攻賽後檢討這點叮嚀選手一場次實為11次保送怎麼贏洪一中盼投手快步回正軌控球基本沒什麼好講輸只能再練,1
大溪瑞興段國有私有土地日前遭不明人士傾倒廢土民眾憂心緊鄰中庄調整池水質遭汙染立法委員陳學聖15日邀請北區水資源局國有財產署北區分署共同前來會勘北水局預計月上旬進行中庄調整池水質檢測本月水質數值將會適當減少備用池供水量確認水質無虞才會恢復正常供水國有財產署所屬2450平方公尺土地早已遭不明鐵皮建物占據並遭傾倒大量飄散臭味泥土國有財產署北區分署主任蔡輝明表示土地水資源局1999年移交回國財產署屬農牧用地未出租近日遭占用傾倒廢土已將案件移送給桃園地檢署不少民眾憂心緊鄰中庄調整池恐收到汙染北水局副局長郭耀程表要民眾不必擔心中庄調整池建造時做好防護設施第一道地下設有截水牆防止地下水滲入第二道則是持續進行地下水監測第三道周圍設置排水溝表面逕流水排下游郭耀程指出最近一次水質檢測日預計月上旬進行檢測並比兩次檢測中庄調整池平日定期供給少部分民生用水鄰近土地遭倒廢土將會調整供水量檢測虞會重新恢復正常供水,陳偉杰表示私人用地屬公有要求養工處先行辦理美化並簡易整理首要解決環境髒亂問題吳亮賢翻攝因地勢低窪長年蚊蟲孳生垃圾堆積影響居民生活品質吳亮賢翻攝新北市議員陳偉杰14日上午淡水區竿蓁里四個社區間髒亂死角進行會勘陳偉杰表示因地勢低窪長年蚊蟲孳生垃圾堆積影響居民生活品質要求養工處一個月完成整理活化陳偉杰接獲民眾陳情淡水區竿蓁里淡金路16巷中山海大地玫瑰花苑翡冷翠荷雅四個社區間一處三不管地帶環境十分髒亂原計畫開發道路做社區兩側通行道路剛好旁邊社區二三樓呈水平且過鄰近計畫暫停近十年久陳偉杰表示私人用地屬公有要求養工處先行辦理美化並簡易整理首要解決環境髒亂問題續里長公所研議希望未來將活化利用養工處表示月整理完畢並請公所協助裝設樓梯斜坡里長王信崇說美化願意認養維護並邀請各社區一同協助中時 ,0
