label,question,syn_question
日本一個十分重視準時國家平時朋友約出去玩吃飯時可能覺得遲到幾分鐘沒有關係日本眼裡可能就會覺得非常不應遲到可能造成困擾守時非常重要日本電車準時聞名意外總是特別突然月初天日本高知縣JR予土線班列車行駛到一半時突然停下造成誤點網友當時班列車上目擊現場實際情況拍攝照片中看到鐵軌旁突然出現不速之客一支長高壯竹筍生長位置會影響行列車行列車的工作人員看到便下車現場砍筍進行撤除誤點原因實在車上乘客哭笑不得抱怨知道應該發脾氣畢竟網友指出竹筍生長速度真的非常快一個晚上長大約2030公分眼尖網友發現不遠處兩支蓄勢待發竹筍其他人看到貼文以紛紛留言回應然後裡面出現一個美麗小姑娘蘑菇式破壞宣布電車誤點會原因大吃一驚竹筍日常生活,日本電車上下班尖峰時間搭乘人潮眾多瘋狂塞進車廂影片在網路上流傳著看到不禁感嘆實太神奇趕時間遇到故意電車門關上乘客一定會覺得非常鬱悶最近日本一名老翁故意用手腳阻擋電車門關上導致班次延誤分鐘時間綜合日媒報導這段影片本月日晚間點40分左右名古屋市營電車東山縣榮站拍攝畫面中看見一名手提白色袋子老翁身體手腳部位不斷地被夾在電車門中間電車門感應異物反覆地開開關關月台站務人員匆忙門前試圖阻止老翁再次將手伸出執意繼續方一名乘客看不下去出手抓住手臂老翁掙脫開乾脆用腳阻擋最後在站務人員監督下門才終安全關上電車得以發動據悉這班電車耽誤約分鐘時間日本網友們看到影片感到十分憤怒紛紛留言表示站務人員太溫柔應該直接交給警察妨害業務應逮捕有人覺得老翁是否罹患認知障礙相關疾病會做出這種行為會不會罹患老人痴呆症沒辦法做出正確舉動,1
緝毒組長涉勾結毒販詐獎金 二審改判有罪2019-05-15 14:18 聯合晚報 記者 聯合晚報 記者 林伯驊 高雄報導高雄市調處機動站蔡姓前緝毒組長遭控詐領緝毒獎金高雄高分院改判有罪 圖聯合報系資料照片 分享 facebook調查局高雄市調處機動站蔡姓前緝毒組長遭控涉詐領緝毒獎金落網游姓毒販安排從大陸走私70公斤安非他命來台蔡做績效交換游另件走私毒品案獲減刑全案一審認為事證不足判蔡無罪高雄高分院審理上午改依公務員利用職務機會詐取財物未遂罪判蔡年10月褫奪公權年可上訴起訴指出高雄檢調2013年查獲游姓毒販涉走私41公斤K他命台游為求減免刑責調查官及承辦檢察官表示透過大陸趙姓男子再次買入毒品供查獲提議教唆運輸毒品拒絕蔡姓緝毒組長為求破案獎金績效私下同意游提議游找欠債務趙男2015年走私70公斤安非他命來台罹癌姓男子當死轉手檢調順利查獲事後雄檢轉報高檢署申請核發獎金49萬多元承辦案件調查官檢舉此事全案一審認定男應非游人頭蔡當時依循規定簽請核獎金難認法意圖,受不了歲男嬰哭鬧 婦人失手打死男友孫重判10年2019-05-15 14:07 聯合報 記者 聯合報 記者 邱瑞杰 即時報導蔡姓婦子照顧同居人歲月外孫煮晚飯時男嬰哭鬧不停用手毆男嬰頭部導致顱內出血傷害死亡基隆地院今天上午宣判依傷害致死罪判處蔡婦10年徒刑全案可上訴檢警調查男嬰台南出生因媽媽生第二胎坐月子2016年10月間男嬰送到基隆給男嬰外公同居40多歲蔡婦照顧同年12月某日傍晚男嬰外公出門上班蔡婦男嬰在家蔡婦點煮晚飯時男嬰不斷哭鬧蔡婦生氣用手毆男嬰頭部男嬰因腦部瘀血四肢抽搐蔡婦看到男嬰出狀況並未送醫餵吃平日服用肌肉鬆弛劑見沒好轉拖午夜報案求救男嬰送到醫院時頭部右手處瘀傷醫院研判兒虐案件急救仍告不治救治男嬰李姓醫師檢方證稱男嬰院時腦膜出血有腦疝視綱膜雙側出血範圍不小推斷生前用力搖晃外力所致檢方解剖認定男嬰支氣管炎肺泡性肺炎出血肝胰炎導致重度腦水腫併發腦疝多重器官休克死亡,0
橫山分局員警宿舍破舊縣議員張良印希望儘速重建羅浚濱翻攝列為新竹縣定古蹟關西分駐期所長宿舍完工未外開放縣議員羅仕琦13日質詢指有外地遊客翻牆進入造成破壞縣議員張良印對橫山分局長宿舍荒廢和員警宿舍破舊要求儘速改建讓員警良好居住環境文化局長李猶龍答覆羅仕琦質詢說關西分駐所分期修繕期所長宿舍完工期工程進行中期規劃中目前所長宿舍活化工程還在執行同時將有易接手關西鎮公所討論管理事宜預計月底正式對外開放張良印議員以荒廢橫山分局長宿舍破舊有員警住宿舍照片指橫山分局人力不足基層員警工作時間長需要乾淨休息空間環境還能住縣警局長黃家琦說荒廢橫山分局長宿舍日據時代興建是不是屬文化資產歷史建築相關單位進一步勘察確認不具保存價值將連同員警宿舍考慮重建黃家琦並指目前照門派出所新埔分局長宿舍文化單位列歷史建築加上新埔分局海砂屋勢必要重建將會併中央爭取經費中時 ,失聯越南移工躲垃圾堆被警揪出蔡依珍翻攝越南籍陳姓移工通報失聯還因酒駕通緝見警神隱11日晚間眼尖桃園警分局埔子所員警發現拔腿狂奔一度躲進死巷裡的垃圾堆識破遭警逮捕警詢解送歸案桃園警分局埔子派出所長林延安警員李靖姜之維11日晚間近點巡邏經過正光路時發現有名外籍男子見警察拔腿就跑立即尾隨攔查並呼叫巡邏網支援男子躲避員警拼命奔跑慌不擇路跑附近餐廳後方巷子見無路逃躲餐廳垃圾桶旁規避查緝遭眼尖員警發現男子見警方靠近連忙垃圾堆裡跳開再度逃跑反遭員警團團包圍制伏逮捕經查男子29歲越南籍陳姓移工通報失聯還因酒駕案件遭台中地檢署發布通緝中警詢完畢將其解送台中地檢署歸案中時 ,0
身價4000億台幣香港富商劉鑾雄大劉年前甘比結婚原育一子一女兩人今年月迎來第三胎女兒生活幸福豈料20日爆料一家人最近逛街時劉鑾雄一名差點撞傷小孩女子爆飆粗口稍早媒體起底女27歲嫩模許珮榆Diva親口證實此事並稱劉對人身攻擊當眾罵整形怪物香港蘋果日報報導大劉甘比一家前天某處商場逛街遇到一名穿著短裙女子搭著手扶梯時雙手狂滑手機完全未抓緊扶手差點打到大劉小孩令大劉忍不住出聲提醒姐姐好心點不要一直滑手機危險撞傷人辦女便回敬善心積福德才劉便痛罵積老母孩子受傷賠稍早演出賭城風雲許珮榆證實4000億大留在商場罵短裙女子稱根本沒碰到劉鑾雄兒子認識劉鑾雄期間聽甘比勸架驚覺身分更說劉鑾雄威脅要找最後說便罵整容怪物許珮榆氣說醫院作檢驗沒整是不是賠錢許珮榆十分憤怒中時電子報,吳建豪2013年新加坡棕櫚油百億千金石貞善結婚婚不到一年兩人網上格空嗆事後兩人屢傳婚變直至上個月正式傳出吳建豪已經寄出離婚協議書石貞善似乎不受婚變影響網上曬出度假美照更解放酥胸日前吳建豪傳出已經寄出兩份離婚協議書這對銀色夫妻離婚倒數正式石貞善IG分享度假美照更穿比基尼大露美胸心情絲毫不受婚變傳聞影響更開心戴星形墨鏡著鏡頭嘟嘴賣萌粉絲更笑稱這張照片似乎有點撞臉李毓芬中時電子報,0
前陣子越南一名男子天天身上戴著重達13公斤金飾出門而聲名大噪沒想到日戴重金以外這名男子還開鑲金賓士車近日還買兩台鑲金摩托車眾人再次目瞪口呆富商出面解釋誇張做法其實原因中國報報導這名越南富商陳玉山常常社交平台分享日常生活照片日前在網路上走紅影片中看見脖子上掛著金項鍊上面墜飾幾乎手掌還大手指戴著幾個超大金戒指兩隻手手腕處戴寬金手環當時網友留言認為作秀高調難道走路上會出事陳玉山每天嫌重地戴著重金身上就連跑車鑲金外表金色方向盤零件黃金打造近日還買兩台同樣鑲金摩托車試車影片裡也看到一旁民眾投向好奇眼光此行陳玉山解釋其實風水師建議需要每天戴13公斤黃金帶來好運陳玉山還開兩家黃金連鎖店方便用金,影片來源Facebook如遭刪除請見諒前陣子IG風靡炫富仆街引起許多人迴響炫富已經成展現一種方式越南一名男子炫富每天嫌重13公斤重黃金戴身上這也意外在網路上走紅泰國網報導這名男子臉書上傳影片分享每天戴13公斤重黃金身上包含金項鍊金戒指金手環表示生活日常更是愛好畫面中看見手上巨大黃金戒指手環脖子粗重黃金項鍊全身金光閃閃這則短片傳後在一周吸引超過420萬瀏覽量目前並不知道這名男子身分清楚是否真的家境網友完影片覺得非常震驚紛紛留言表示非常羨慕想要戴一次金項鍊看看有人覺得非常大膽每天走路上出事懷疑身上黃金其實假騙取點閱率想出法子金子重動手感覺輕鬆,2
一分鐘抖6.6阿扁簽書會神治癒手抖症凱達格蘭基金會今天舉辦感恩餐會前總統陳水扁餐會前先舉辦簽書會主辦單位宣稱一個小時簽完350本書最快一分鐘簽到陳水扁民間醫療小組醫師陳勝順指出支持者支持復健治療很大幫忙觀察醫師說阿扁一分鐘簽心情放鬆時手簽字方法改變速度加快若能得到正面情感支持改善病情這是非常明顯指標陳勝順說漢字一筆一畫手用力得到支持會放鬆他會一筆成形反應時間會縮短簽字效力改善很多今天短短的一個小時很大神經行改善包括手抖陳勝順表示扁若真心投入感謝支持者行為表現中不會看到手抖這是今天得到最大效果中時 ,前台北縣長周錫瑋日上午再度號召動員要陳水扁關回去周錫瑋表示月日陳水扁大直典華去參加張票5000元餐會演講已經違反保外就醫規定更是嚴重呼籲一起大直典華去抗議表達國陳水扁違反法律憤怒蔡英文法務部長陳水扁包庇妥協及步柯文哲替陳水扁手抖背書周錫瑋表示看陳水扁容光煥發口齒清晰條理分明還會發揮政治影響力根本健康不得了柯文哲說陳水扁牢裡公平待遇柯文哲講確實公平沒有一個犯人更好待遇周錫瑋說柯文哲就小丑獨派選票竟然司法公平正義是非對錯清廉妥協代表各資格選總統周錫瑋痛批總統蔡英文貪腐低頭說陳水扁台獨代表人物貪腐陳水扁低頭蔡英文得到台獨選票中時 ,0
"網路家庭8044公布今年第一季營運成績受惠旗下B2C業務強勁成長加上子公司商店街市集之個賣場貢獻營收網家第一季擺脫虧損重返獲利單季每股盈餘為0.42元營收達92.02億元去年同期成長12.3營運動回升網家近兩年因協助商店街大打行銷戰導致推銷費用暴增2017年第三季單季呈現虧損2018年虧損收斂難逃全年虧損命運全年稅後淨損17.67億元每股淨損8.49元網家今年第一季營運見好轉第一季推銷費用去年同期下降逾50稅後淨利,135萬元去年同期稅後淨損8.43億元虧轉盈單季每股盈餘0.42元擺脫去年每股虧損4.03元窘境網家表示第一季業績增長動能自農曆年前大型家電消費3C商品銷售強勁拉動並引進全新跨境生鮮年貨刺激消費帶動B2C第一季成長強勁行動端部分因持續優化行動購物業績保持50成長子公司商店街個人賣場則貢獻營收Pi拍錢包拓展更多元消費場景P幣使用通路數大幅提加速集團O2O發展工商 ",可成2474月營收表現疲弱罕見繳出字頭營收成績單衝擊可成今日股價表現大跌逾開盤盤中一度下探227.5元相低點可成10日公布月營收單月營收驟減至43.18億元2014年月單月次低紀錄僅次今年月34.44億元月減幅度達42年減率達34.58累計可成今年前月營收達201.23億元年減25.49月自結損益方面可成公告單月毛利率達18營業利益率達月稅前盈餘為7.08億元以可成目前77億元資本額計算月稅前每股盈餘達0.92元累計今年前月稅前盈餘達37.92億元累計每股稅前盈餘達4.92元工商 ,0
馬英九今14日上午三海南海東海台海和平國際法為題東吳大學嚴家淦法學講座發表演講時詢問中華民國領土最南端在場一位答對馬當時高興得問小學畢業回應引發全場大笑中評網報導馬英九以三海南海東海台海和平國際法為題上午東吳大學城區部嚴家淦法學講座發表演講提到南海海域島礁時現場即興詢問最南端領土馬英九指出近代民國北伐成功中央政府統一內政部研究南海海域製作南海島嶼名字中英文照表當時中英文描述方式不同不定稱島可能礁灘或暗灘馬英九問在場旳學生中華民國最南領土全場沒有學生回應當時滿臉疑惑說小學唸得不一樣最後有位學生回答曾母暗砂馬英九高興表示答對並反問小學畢業沒想到該名學生說大陸全場頓時大笑馬英九回憶當年背中華民國領土北到薩彥嶺東到烏蘇里江黑龍江交匯處西到帕米爾高原現在不再注意曾母暗砂南海海域最南端基本上暗砂海面以下旺報 ,前總統馬英九今早出席國民黨北市士林區黨部母親節慶祝活動近期自由經濟貿易特區議題成為朝野攻防焦點馬受訪時說過去自貿區擋因為民進黨杯葛說開放大陸這是完全沒有常識話馬英九指出當時提出自貿區認為這對台灣非常重要台灣參加自由貿易協定很少趕快開放自我更貨物資金進來台灣經濟復興這是做非做不可當初擋原因馬英九則批評當年因為民進黨杯葛說開放大陸這是完全沒有常識話中時 ,1
身價4000億台幣香港富商劉鑾雄大劉年前甘比結婚原育一子一女兩人今年月迎來第三胎女兒生活幸福豈料20日爆料一家人最近逛街時劉鑾雄一名差點撞傷小孩女子爆飆粗口稍早媒體起底女27歲嫩模許珮榆Diva親口證實此事並稱劉對人身攻擊當眾罵整形怪物香港蘋果日報報導大劉甘比一家前天某處商場逛街遇到一名穿著短裙女子搭著手扶梯時雙手狂滑手機完全未抓緊扶手差點打到大劉小孩令大劉忍不住出聲提醒姐姐好心點不要一直滑手機危險撞傷人辦女便回敬善心積福德才劉便痛罵積老母孩子受傷賠稍早演出賭城風雲許珮榆證實4000億大留在商場罵短裙女子稱根本沒碰到劉鑾雄兒子認識劉鑾雄期間聽甘比勸架驚覺身分更說劉鑾雄威脅要找最後說便罵整容怪物許珮榆氣說醫院作檢驗沒整是不是賠錢許珮榆十分憤怒中時電子報,香港富商劉鑾雄大劉年前登報呂麗君分手隨後和甘比結婚甘比婚接受劉送商城股票現金以超過1500億台幣身家成為香港新任女首富15日港媒報導兩人所生女兒劉秀樺不容小覷年僅10歲便擁有父親送數顆億鑽石弟弟握有父親公司一半股份市值約40億元港幣约148億元台幣大劉甘比育10歲女兒劉秀樺歲兒子劉仲學兩人登記結婚不久甘比肚皮傳好消息今年二月甘比再產下一女大劉還親自現身接老婆出院甘比寵愛今據香港媒體報導甘比近日將所擁市價約46億豪宅以大女兒名取名秀樺閣10歲劉秀樺吸金功力矚目劉鑾雄過大手筆送給女兒劉秀樺珠寶2009年砸億買7.03克拉藍鑽送給當時未滿一歲劉秀樺花9.3億15.8億買鑽石寵女百般呵護去年大劉公司股份重整劉秀樺劉仲學分到成股份市值高達148億台幣股票珠寶房產看來劉秀樺身家超過176億台幣驚嘆不愧女首富女兒中時電子報,1
日本電車上下班尖峰時間搭乘人潮眾多瘋狂塞進車廂影片在網路上流傳著看到不禁感嘆實太神奇趕時間遇到故意電車門關上乘客一定會覺得非常鬱悶最近日本一名老翁故意用手腳阻擋電車門關上導致班次延誤分鐘時間綜合日媒報導這段影片本月日晚間點40分左右名古屋市營電車東山縣榮站拍攝畫面中看見一名手提白色袋子老翁身體手腳部位不斷地被夾在電車門中間電車門感應異物反覆地開開關關月台站務人員匆忙門前試圖阻止老翁再次將手伸出執意繼續方一名乘客看不下去出手抓住手臂老翁掙脫開乾脆用腳阻擋最後在站務人員監督下門才終安全關上電車得以發動據悉這班電車耽誤約分鐘時間日本網友們看到影片感到十分憤怒紛紛留言表示站務人員太溫柔應該直接交給警察妨害業務應逮捕有人覺得老翁是否罹患認知障礙相關疾病會做出這種行為會不會罹患老人痴呆症沒辦法做出正確舉動,台灣上下班或節假日尖峰時間搭捷運話人潮會很多常常會擠難以呼吸心情變得十分煩躁日本尖峰期間搭乘電車人潮更是誇張大部分民眾順利搭到車站務員還會出動幫忙塞網友們看到影片覺得嘆觀止近日網友爆笑公社中PO出一段日本電車尖峰時段影片只見畫面中某節車廂已經起來載滿乘客無法擠進更但後續不斷趕來乘客十分神奇地一個一個緩慢地塞進車廂中站外面鞋尖一半留在車門外要關車門時站務人員出動來幫助車門順利闔站正中央上班族鞋尖公事包卡住導致車門開開關關幾回最後電車總算順利關上門出發這段影片在網路上流傳一段時間這種塞好塞滿現象看到影片網友們感到神奇紛紛留言表示關門縮小腹卡到肚子尷尬小心放一個屁話…真的載載滿沒有浪費空間餘地卡在中間怎下車台灣機車瀑布算奇觀,0
新莊區一名38歲汪姓男子晚間遭發現陳屍家中姊姊多日未聯絡弟弟擔心發生危險報案請警方破門驚見汪男明顯死亡屍體發黑發臭詳細死亡原因還待進一步釐清警方表示汪男租屋新莊中港路一處公寓多日未姐姐聯絡姐姐覺得可疑便上門查看發現屋內反鎖無法進入便通報警方到場破門後驚見弟弟躺床上已明顯死亡屍體呈現發黑腫脹散發出劇烈臭味死者姊姊表示汪男生前並宿疾警方初步研判現場打鬥痕跡詳細死因仍待鑑定釐清中時 ,台南市永康區王行里王行東路10日深夜11點多發生一起死亡交通事故一輛汽車疑彎道處自撞電線桿整輛車扭曲包住電桿38歲黃姓男駕駛受困車內警消人員請求台電人員及吊車到場協助穩固電線桿搶救近個小時宣告治家屬認屍悲慟不已警方初步調查研判應是黃駕車失控不慎自撞因該路段並沒有路口監視器車禍原因仍待進一步釐清永康警分局長戴崇贒11日前往車禍現場會勘指示龍潭派出所轉彎處適當位置加裝藍紅色燈光爆閃燈提醒用路人行經該處時盡量減速慢行下午已裝設完畢永康警方提醒民眾發生死亡車禍王行東路屬台南科技工業園區外環道路下班尖峰時段通勤族行駛入夜更因燈光昏暗人煙罕至不少民眾行經處往往車速過快容易造成車禍傷亡請民眾多加留意避免再生憾事中時 ,0
高市警到港澳33次還疑偽造文書 警局祭兩大過免職2019-05-13 13:26 聯合報 記者 聯合報 記者 邱奕能 即時報導高雄市警察局進行勵德專案清查時發現市刑警大隊張姓警務員刑大前單位六龜分局服務期間前年月今年月香港澳門33次未確實向上申請獲得許高雄市警局祭出兩大逕予免職重懲提出張期間疑有偽造文書依規定將函送地檢署偵辦市警局指出刑大今年舉行定期清查工作時發現張姓警務員刑警大隊時去年月13日到今年月14日次未警察機關辦理員警非因公出國及赴大陸港澳地區作業規定規定事先申請香港澳門紀錄張在六龜分局期間則查出前年月27日到去年月12日25次未報備逕出國情形高雄市警察局副局長王欽源表示張員嚴重影響警聲譽警局討論張員記兩大逕予免職追究幹部相關責任,男夜闖高雄立委服務處 帶球棒欲人談債務2019-05-13 00:03 聯合報 記者 聯合報 記者 林伯驊 即時報導高雄立委位左營區服務處昨晚點多驚傳遭數名男子闖入嗆聲要找一名姓萬男子服務處人員急報案地方敏感左營分局派出警網趕抵現場沒發現刀械違禁品沒打架滋事仍將名男子帶回詢問並盤查身分初步了解商談債務該民代無關警方擬依社維法開罰究辦了解萬姓男子疑有民代服務處協助雜務非正式職員萬向警方透露之前借給友人200多萬這名友人遭欠約400萬萬欠債者處理債務沒想到昨晚萬接到電話語帶威脅質疑這筆錢一定要討方詢問在工作萬便告知服務處地址晚間點多發生不明人士突闖入左營分局指出約點11分獲報左營子路華夏路口便利超商數名年輕人聚集文自所組快打部隊到場發現名男子帶著球棒未發現攜帶刀械警方名男子帶回派出所初步了解萬姓男子債務糾紛約民代服務處商談當下萬正好服務處,0
歐美廣泛使用通訊軟體WhatsApp13日證實部分用戶遭駭客鎖定攻擊目標並未接起電話監視軟體自動安裝用戶裝置使用者續通話清單根本找不到這筆電紀錄呼籲全球15億用戶趕快更新軟體英國廣播公司BBC報導隸屬臉書WhatsApp周一證實背後策畫攻擊行動信以色列間諜軟體公司NSO集團NSO Group遭該公司否認WhatsApp表示內部安全團隊率先發現這起軟體漏洞並在月初時向部分人權團體安全供應商美國司法部分享這項訊息指出這家公司通常政府合作提供政府能夠接管用戶手機系統間諜軟體金融時報指出這家公司以色列NSO集團公司旗艦產品一款叫作飛馬Pegasus間諜軟體駭進用戶手機蒐集用戶語音相機所在地點等資料,13日有媒體報導台灣鋼鐵集團有意參與中鋼經營目標取得一席董事對此台灣鋼鐵集團予以否認並鄭重澄清表示未有此規劃中鋼鋼鐵業界龍頭永遠尊重大哥台灣鋼鐵集團想擅長電爐領域發揮不敢做非分之想台灣鋼鐵集團表示中鋼產業龍頭廠商台鋼集團學習楷模台灣鋼鐵集團自成軍以逐漸建構產業上中下游一條龍老大哥中鋼集團營運及公司治理學習對象更積極尋求更具綠色環保循環經濟產銷模式目前集團各成員營運績效皆大明顯轉機台灣鋼鐵集團表示目前集團正全力推動內部整合旗下三大次集團榮剛集團春雨集團慶欣欣集團綜效發揮有效利用資源發揮最大效益回饋員工及股東工商 ,0
日職坂本中斷連36場上壘 陽岱鋼再度缺席2019-05-14 20:51 聯合報 記者 聯合報 記者 藍宗標 即時報導坂本勇人未能上壘 擷圖巨人隊官方推特 分享 facebook 讀賣巨人隊今天東京巨蛋對決阪神隊坂本勇人全場五個打數掛零吞下兩次三振中斷開季連續36場上壘紀錄巨人終場落敗吞下三連敗阪神本季對戰巨人前六戰全敗今天終於扳回一城完前六局落七局上福留孝介北條史糸原健斗接連安打攻下三分逆轉戰局先發投手青柳晃洋投六局失兩分奪勝坂本勇人首局揮出三壘飛球二局三振五局投手前滾地球七局遭三振第九局最後打擊機會擊成二壘飛球月29日廣島隊開幕戰起首次無法上壘但連36場仍中央聯盟新紀錄旅日老將陽岱鋼此役未有上場機會連兩戰沒有出賽,日職王柏融復出首戰支 火腿13大勝樂天2019-05-14 15:22 聯合報 記者 聯合報 記者 吳敏欣 即時報導效力日職火腿台灣好手王柏融今天重返軍令和首戰將先發第五棒指定打擊亮相 擷圖自轉播畫面 分享 facebook【賽前報導】歷經兩周腿傷調整效力日職火腿台灣好手王柏融今天重返軍隨隊踢館東北樂天令和首戰將先發第五棒指定打擊亮相火腿今天調整陣容將王柏融和投手藤岡貴裕一同拉上一軍名單王柏融月29日主場迎戰軟銀時兩打席五局遭換代賽後傳出左大腿緊繃隔天下放二軍養傷王柏融二軍復健賽兩場敲出一支安火腿仍照原訂計畫今天回軍出賽本賽季王柏融26場比賽成77打擊率一轟16分打點火腿今天挑戰太平洋聯盟龍頭樂天推出防禦率1.54勝投王原航平先發抗樂天右投釜田佳直釜田佳直本季兩場出賽一場勝投防禦率高達10.38,0
台中榮總院驚傳18人疥瘡群聚感染了解疥瘡患者皮膚上會出現紅斑丘疹水皰症狀愈抓愈癢引發疼痛導致細菌感染台中市衛生局提醒民眾疥瘡傳染力強發現可疑症狀應立即就醫中榮院群聚感染未通報 共18人染疥瘡疥瘡傳染3040天出現丘疹10隧道會出現隧道呈波浪狀不易察覺鱗狀線台中市衛生局指出疥蟲會寄生皮膚表層特別皮膚皺摺處及柔軟地方包括手指間腳趾縫傳染方式疥瘡通常長時間直接接觸患者皮膚感染尤其性伴侶家人同住者等親密接觸者二患者身上疥瘡可能會掉落在衣服床鋪傢俱接觸患者使用過的衣物毛巾或床舖可能間接感染疥瘡潛伏期第一次感染疥瘡約週才會出現症狀二曾經感染疥瘡約天就會出現症狀醫師診斷確診感染疥瘡患者採滅疥藥品scabicides遵守醫囑藥品標示使用方法注意事項塗抹藥品時必須脖子塗抹到腳底全身塗抹背部屁股縫會陰部肚臍手指間腳趾縫指甲縫不易塗抹部位均須徹底塗遍不應塗抹發癢部位中時 ,男女生洗澡可能習慣講出來會有點害羞這位男網友女朋友抱怨廁所尿騷味直覺反應說妳要邊洗澡小便女友爆氣說每個女生會這位男網友在網路上分享說女友抱怨廁尿騷味但當回女友洗澡小便時女友竟然發脾氣嗆每個女生會邊洗澡小便疑惑畢竟游泳池小便意思不會影響網友回答令原PO意外許多女網友說真的會邊洗澡小便我會照理說洗完澡廁所不會味道會水流動很快進排水孔洗髮精沐浴乳味道會蓋過我會忍住會尿道炎家沒味道很多女生會少數網友說不會表示排水孔會味道其實之前研究指出女生洗澡小便身體省水環保減少尿道炎發生衛生紙擦拭容易感染改善漏尿處泌尿科醫師余明螢曾表示聽起來瘋狂確省水環保,0
昨天12鋒面遠離天氣好轉未來一周將高溫炎熱北部高溫升到31度南部更到達35度周四至下周日全台最高溫將升至35度氣象專家吳德榮指出下周一20梅雨季第三道鋒面過境熱爆天氣可能降溫吳德榮三立準氣象·老大洩天機專欄寫道明日13至下周日19暖氣團逐漸增強氣溫也將逐日飆升白天暖又熱周四至下周日天幾乎全台區最高溫將升到35度吳德榮說未來一周山區雷陣雨周三至下周日清晨台灣西南部沿海產生輻合作帶來局部短暫陣雨外大幅度降溫降雨下週20第三道梅雨鋒面過境但鋒面呈移動性非滯留性模式模擬還在調整鋒面結構影響時間變化應持續觀察中時電子報,今天鋒面離開 各地回暖 明高溫破30度母親節週末隨著鋒面遠離今天１１日剩迎風面東半部地區局部短暫陣雨北部上半天雲量偏地區大多多雲到晴午後在南部地區中部以北山區局部短暫雷陣雨溫度方面北部及東半部氣溫持續回升高溫約２７３０度中南部高溫可達３１３２度溫暖清晨各地低溫則２２２４度氣象局預報員李孟軒表示未來整周天氣穩定至少周五前多雲到晴暖熱天氣關島東南東方海面熱帶性低氣壓目前向西移動臺灣沒有影響空品方面今天宜蘭花東空品區良好等級北部竹苗空品區金門澎湖地區普通等級中部雲嘉南高屏空品區及馬祖地區橘色提醒等級中時電子報,1
長榮航空空服員醞釀罷工交通部次長王國材13日立法院受訪表示行政院陳其邁副院長交通部勞動部消保官共同召開跨部會小組處理中上週工會徹底討論工會釋出善意交通部認為雙方歧見差距本週會找資方來談希望縮小投票勞工權益希望罷工不要發生長榮罷工可能時間點王國材說目前預測端午節這與工會會挑選尖峰時段進行罷工罷工投票緊接端午連假續暑假會要求長榮協調應變計畫王國材強調本週會找資方長榮討論是否重演先前華航罷工時混亂情況王國材說民航局責成長榮華航協助旅客訂票簽轉包含航空聯盟華航盡力協助簽轉加開班次盼勿發生罷工不幸發生衝擊最小工商 ,桃園空服員職業工會副秘書長周勝凱監事曲佳雲10日赴交通部針對長榮空服員勞資爭議部長林佳龍及次長王國材等當面交換意見中時 ,1
陸媒報導去年底大陸31省區市發明專利擁有量共計160.2萬件商標有效註冊量1956.4萬件大陸已成為名副其實智慧財產權大國大陸持續提升智慧財產權註冊審查能力推進世界一流審查機構建設建立一支1.3萬多人專利商標審查員隊伍去年共審結發明專利申請80.8萬件實用新型申請187.4萬件外觀設計申請66.7萬件商標註冊申請804.3萬件大陸國調查顯示智慧財產權保護社會滿意度2012年63分提高去年76分改革開放以大陸建立一套完備高標準智慧財產權法律體系走過發達國家通常十年上百年完成立法進程大陸不斷加強智慧財產權司法保護成為世界審理智慧財產權案件尤其專利案件最多國家去年大陸外智慧財產權付費高達358億美元已成全球第四專利進口國旺報 ,因應美陸最新貿易情勢蔡英文總統昨召開國安高層會議會中直指美中貿易衝突將根本改變全球貿易秩序供應鏈台灣接單中國製造出口美國三角貿易模式也將改變對此藍委曾銘宗則認為宣示會不會真的改變有待進一步觀察這都多年運作下來曾銘宗指出台灣接單海外生產自然而生運作蔡政府宣示僅供參考會不會改變要後續進一步觀察並舉例蔡政府上台希望推南向政策降低中國大陸依賴度106107年不減反增中國大陸依賴高經濟運作模式政府可主導藍委李彥秀則認為希望藉由陸美貿易戰吸引台商回流想法過於單純陸美貿易戰將衝擊台商台灣五缺問題沒具體解決方案台商轉向未必回到台灣陸美貿易戰峰迴路轉長遠來美陸間競合勢必會達平衡短期衝突情勢看長遠布局不夠明智,0
